slug	cts_urn	tlg
scholia-in-sophoclem.scholia-in-sophoclem-scholia-vetera	urn:cts:greekLit:tlg5037.tlg004	tlg5037.tlg004
scholia-in-sophoclem.scholia-in-sophoclis-ajacem-scholia-vetera	urn:cts:greekLit:tlg5037.tlg001	tlg5037.tlg001
scholia-in-theocritum.scholia-vetera-et-recentiora	urn:cts:greekLit:tlg5038.tlg001	tlg5038.tlg001
scholia-in-xenophontem.scholia-in-anabasin-cyri-scholia-vetera	urn:cts:greekLit:tlg5040.tlg001	tlg5040.tlg001
scylax.periplus-scylacis	urn:cts:greekLit:tlg0065.tlg001	tlg0065.tlg001
scylitzes-continuatus.continuatio-scylitzae	urn:cts:greekLit:tlg3064.tlg002	tlg3064.tlg002
scythinus-poet-phil.fragmenta	urn:cts:greekLit:tlg0259.tlg001	tlg0259.tlg001
scythinus-poet-phil.testimonia	urn:cts:greekLit:tlg0259.tlg002	tlg0259.tlg002
secundus-mullach-fpg1	urn:cts:greekLit:tlg0274.tlg001	tlg0274.tlg001
semonides.fragmenta	urn:cts:greekLit:tlg0260.tlg001	tlg0260.tlg001
semus-delius.fragmenta	urn:cts:greekLit:tlg1663.tlg003	tlg1663.tlg003
seniores-alexandrini.fragmenta	urn:cts:greekLit:tlg1664.tlg001	tlg1664.tlg001
seniores-apud-irenaeum.reliquiae-plurium-anonymorum	urn:cts:greekLit:tlg1665.tlg001	tlg1665.tlg001
septuaginta.abdias	urn:cts:greekLit:tlg0527.tlg040	tlg0527.tlg040
septuaginta.aggaeus	urn:cts:greekLit:tlg0527.tlg045	tlg0527.tlg045
septuaginta.amos	urn:cts:greekLit:tlg0527.tlg037	tlg0527.tlg037
septuaginta.baruch	urn:cts:greekLit:tlg0527.tlg050	tlg0527.tlg050
septuaginta.bel-et-draco-theodotionis-versio	urn:cts:greekLit:tlg0527.tlg059	tlg0527.tlg059
septuaginta.bel-et-draco-translatio-graeca	urn:cts:greekLit:tlg0527.tlg058	tlg0527.tlg058
septuaginta.canticum	urn:cts:greekLit:tlg0527.tlg031	tlg0527.tlg031
septuaginta.daniel-theodotionis-versio	urn:cts:greekLit:tlg0527.tlg057	tlg0527.tlg057
septuaginta.daniel-translatio-graeca	urn:cts:greekLit:tlg0527.tlg056	tlg0527.tlg056
septuaginta.deuteronomium	urn:cts:greekLit:tlg0527.tlg005	tlg0527.tlg005
septuaginta.ecclesiastes	urn:cts:greekLit:tlg0527.tlg030	tlg0527.tlg030
septuaginta.ecclesiasticus-sive-siracides-sapientia-jesu-filii	urn:cts:greekLit:tlg0527.tlg034	tlg0527.tlg034
septuaginta.epistula-jeremiae	urn:cts:greekLit:tlg0527.tlg052	tlg0527.tlg052
septuaginta.esdras-i-liber-apocryphus	urn:cts:greekLit:tlg0527.tlg017	tlg0527.tlg017
septuaginta.esdras-ii-ezra-et-nehemias-in-textu-masoretico	urn:cts:greekLit:tlg0527.tlg018	tlg0527.tlg018
septuaginta.esther	urn:cts:greekLit:tlg0527.tlg019	tlg0527.tlg019
septuaginta.exodus	urn:cts:greekLit:tlg0527.tlg002	tlg0527.tlg002
septuaginta.ezechiel	urn:cts:greekLit:tlg0527.tlg053	tlg0527.tlg053
septuaginta.genesis	urn:cts:greekLit:tlg0527.tlg001	tlg0527.tlg001
septuaginta.habacuc	urn:cts:greekLit:tlg0527.tlg043	tlg0527.tlg043
septuaginta.isaias	urn:cts:greekLit:tlg0527.tlg048	tlg0527.tlg048
septuaginta.jeremias	urn:cts:greekLit:tlg0527.tlg049	tlg0527.tlg049
septuaginta.job	urn:cts:greekLit:tlg0527.tlg032	tlg0527.tlg032
septuaginta.joel	urn:cts:greekLit:tlg0527.tlg039	tlg0527.tlg039
septuaginta.jonas	urn:cts:greekLit:tlg0527.tlg041	tlg0527.tlg041
septuaginta.josue-cod-vaticanus-cod-alexandrinus	urn:cts:greekLit:tlg0527.tlg006	tlg0527.tlg006
septuaginta.judices-cod-alexandrinus	urn:cts:greekLit:tlg0527.tlg008	tlg0527.tlg008
septuaginta.judith	urn:cts:greekLit:tlg0527.tlg020	tlg0527.tlg020
septuaginta.leviticus	urn:cts:greekLit:tlg0527.tlg003	tlg0527.tlg003
septuaginta.machabaeorum-i	urn:cts:greekLit:tlg0527.tlg023	tlg0527.tlg023
septuaginta.machabaeorum-ii	urn:cts:greekLit:tlg0527.tlg024	tlg0527.tlg024
septuaginta.machabaeorum-iii	urn:cts:greekLit:tlg0527.tlg025	tlg0527.tlg025
septuaginta.machabaeorum-iv	urn:cts:greekLit:tlg0527.tlg026	tlg0527.tlg026
septuaginta.malachias	urn:cts:greekLit:tlg0527.tlg047	tlg0527.tlg047
septuaginta.michaeas	urn:cts:greekLit:tlg0527.tlg038	tlg0527.tlg038
septuaginta.nahum	urn:cts:greekLit:tlg0527.tlg042	tlg0527.tlg042
septuaginta.numeri	urn:cts:greekLit:tlg0527.tlg004	tlg0527.tlg004
septuaginta.odae	urn:cts:greekLit:tlg0527.tlg028	tlg0527.tlg028
septuaginta.osee	urn:cts:greekLit:tlg0527.tlg036	tlg0527.tlg036
septuaginta.paralipomenon-i-sive-chronicon-i	urn:cts:greekLit:tlg0527.tlg015	tlg0527.tlg015
septuaginta.paralipomenon-ii-sive-chronicon-ii	urn:cts:greekLit:tlg0527.tlg016	tlg0527.tlg016
septuaginta.proverbia	urn:cts:greekLit:tlg0527.tlg029	tlg0527.tlg029
septuaginta.psalmi	urn:cts:greekLit:tlg0527.tlg027	tlg0527.tlg027
septuaginta.psalmi-salomonis	urn:cts:greekLit:tlg0527.tlg035	tlg0527.tlg035
septuaginta.regnorum-i-samuelis-i-in-textu-masoretico	urn:cts:greekLit:tlg0527.tlg011	tlg0527.tlg011
septuaginta.regnorum-ii-samuelis-ii-in-textu-masoretico	urn:cts:greekLit:tlg0527.tlg012	tlg0527.tlg012
septuaginta.regnorum-iii-regum-i-in-textu-masoretico	urn:cts:greekLit:tlg0527.tlg013	tlg0527.tlg013
septuaginta.regnorum-iv-regum-ii-in-textu-masoretico	urn:cts:greekLit:tlg0527.tlg014	tlg0527.tlg014
septuaginta.ruth	urn:cts:greekLit:tlg0527.tlg010	tlg0527.tlg010
septuaginta.sapientia-salomonis	urn:cts:greekLit:tlg0527.tlg033	tlg0527.tlg033
septuaginta.sophonias	urn:cts:greekLit:tlg0527.tlg044	tlg0527.tlg044
septuaginta.susanna-theodotionis-versio	urn:cts:greekLit:tlg0527.tlg055	tlg0527.tlg055
septuaginta.susanna-translatio-graeca	urn:cts:greekLit:tlg0527.tlg054	tlg0527.tlg054
septuaginta.threni-seu-lamentationes	urn:cts:greekLit:tlg0527.tlg051	tlg0527.tlg051
septuaginta.tobias-cod-vaticanus-cod-alexandrinus	urn:cts:greekLit:tlg0527.tlg021	tlg0527.tlg021
septuaginta.zacharias	urn:cts:greekLit:tlg0527.tlg046	tlg0527.tlg046
serapion-scr-eccl.fragmenta	urn:cts:greekLit:tlg1670.tlg001	tlg1670.tlg001
serapion.fragmenta	urn:cts:greekLit:tlg1669.tlg004	tlg1669.tlg004
serenus.de-sectione-cylindri	urn:cts:greekLit:tlg2055.tlg001	tlg2055.tlg001
severian-of-gabala.contra-iudaeos-in-serpentem-aeneum		pta:pta0001.pta023
severian-of-gabala.de-aduentu-domini-super-pullum		pta:pta0001.pta069
severian-of-gabala.de-apostolis		pta:pta0001.pta065
severian-of-gabala.de-centurione-et-contra-manichaeos-et-apolinaristas	urn:cts:greekLit:tlg4139.tlg053	tlg4139.tlg053
severian-of-gabala.de-christo-pastore-et-ove	urn:cts:greekLit:tlg4139.tlg002	tlg4139.tlg002
severian-of-gabala.de-cruce-et-latrone		pta:pta0001.pta054
severian-of-gabala.de-dogmate-baptismoque		pta:pta0001.pta064
severian-of-gabala.de-fide		pta:pta0001.pta022
severian-of-gabala.de-fide-et-lege-naturae	urn:cts:greekLit:tlg4139.tlg001	tlg4139.tlg001
severian-of-gabala.de-incarnatione		pta:pta0001.pta063
severian-of-gabala.de-paenitentia-et-compunctione		pta:pta0001.pta002
severian-of-gabala.de-pascha-deque-catharis		pta:pta0001.pta066
severian-of-gabala.de-sacrificiis-caini		pta:pta0001.pta024
severian-of-gabala.de-serpente-homilia	urn:cts:greekLit:tlg4139.tlg009	tlg4139.tlg009
severian-of-gabala.de-sigillis-sermo		pta:pta0001.pta025
severian-of-gabala.de-spiritu-sancto	urn:cts:greekLit:tlg4139.tlg010	tlg4139.tlg010
severian-of-gabala.encomium-in-sanctos-martyres		pta:pta0001.pta051
severian-of-gabala.fragmenta-in-epistulas-pauli		pta:pta0001.pta072
severian-of-gabala.homilia-de-legislatore	urn:cts:greekLit:tlg4139.tlg007	tlg4139.tlg007
severian-of-gabala.homilia-de-lotione-pedum		pta:pta0001.pta032
severian-of-gabala.homilia-de-nativitate		pta:pta0001.pta073
severian-of-gabala.homilia-de-noe-et-de-arca		pta:pta0001.pta043
severian-of-gabala.homilia-de-pace	urn:cts:greekLit:tlg4139.tlg018	tlg4139.tlg018
severian-of-gabala.homilia-de-quinque-aetatibus-mundi		pta:pta0001.pta033
severian-of-gabala.homilia-in-caecum-natum		pta:pta0001.pta035
severian-of-gabala.in-ascensionem-domini		pta:pta0001.pta053
severian-of-gabala.in-ascensionem-domini-nostri-iesu-christi-et-in-principium-actorum	urn:cts:greekLit:tlg4139.tlg089	tlg4139.tlg089
severian-of-gabala.in-chananaeam-et-pharaonem	urn:cts:greekLit:tlg4139.tlg013	tlg4139.tlg013
severian-of-gabala.in-cosmogoniam-homilia-1		pta:pta0001.pta057
severian-of-gabala.in-cosmogoniam-homilia-2		pta:pta0001.pta058
severian-of-gabala.in-cosmogoniam-homilia-3		pta:pta0001.pta059
severian-of-gabala.in-cosmogoniam-homilia-4		pta:pta0001.pta060
severian-of-gabala.in-cosmogoniam-homilia-5		pta:pta0001.pta061
severian-of-gabala.in-cosmogoniam-homilia-6		pta:pta0001.pta062
severian-of-gabala.in-dictum-apostoli-non-quod-volo-facio	urn:cts:greekLit:tlg4139.tlg014	tlg4139.tlg014
severian-of-gabala.in-filium-prodigum	urn:cts:greekLit:tlg4139.tlg006	tlg4139.tlg006
severian-of-gabala.in-genesim-sermo-2	urn:cts:greekLit:tlg4139.tlg005	tlg4139.tlg005
severian-of-gabala.in-illud-genimina-viperarum		pta:pta0001.pta042
severian-of-gabala.in-illud-in-principium-erat-verbum	urn:cts:greekLit:tlg4139.tlg016	tlg4139.tlg016
severian-of-gabala.in-illud-in-qua-potestate-haec-facis		pta:pta0001.pta009
severian-of-gabala.in-illud-libri-aperti-sunt		pta:pta0001.pta067
severian-of-gabala.in-illud-pater-transeat-a-me-calix-iste		pta:pta0001.pta031
severian-of-gabala.in-illud-pone-manum-tuam		pta:pta0001.pta014
severian-of-gabala.in-illud-quomodo-scit-litteras	urn:cts:greekLit:tlg4139.tlg012	tlg4139.tlg012
severian-of-gabala.in-illud-secundum-imaginem-et-similitudinem		pta:pta0001.pta038
severian-of-gabala.in-incarnationem-domini	urn:cts:greekLit:tlg4139.tlg020	tlg4139.tlg020
severian-of-gabala.in-iob-sermo-1		pta:pta0001.pta045
severian-of-gabala.in-iob-sermo-2		pta:pta0001.pta046
severian-of-gabala.in-iob-sermo-3		pta:pta0001.pta047
severian-of-gabala.in-iob-sermo-4		pta:pta0001.pta048
severian-of-gabala.in-iudaeos-et-graecos		pta:pta0001.pta037
severian-of-gabala.in-meretricem-et-pharisaeum		pta:pta0001.pta015
severian-of-gabala.in-noe-et-filios-eius-de-cherubim-et-in-propthetam-oseam		pta:pta0001.pta036
severian-of-gabala.in-postremum-iudicium		pta:pta0001.pta052
severian-of-gabala.in-pretiosam-et-vivificam-crucem		pta:pta0001.pta029
severian-of-gabala.in-proditionem-servatoris	urn:cts:greekLit:tlg4139.tlg015	tlg4139.tlg015
severian-of-gabala.in-psalmum-95	urn:cts:greekLit:tlg4139.tlg008	tlg4139.tlg008
severian-of-gabala.in-psalmum-96	urn:cts:greekLit:tlg4139.tlg003	tlg4139.tlg003
severian-of-gabala.in-sanctam-pentecosten		pta:pta0001.pta027
severian-of-gabala.in-sanctum-martyrem-acacium		pta:pta0001.pta068
severian-of-gabala.in-temptationem-domini-nostri-iesu-christi	urn:cts:greekLit:tlg4139.tlg088	tlg4139.tlg088
severian-of-gabala.in-theophaniam	urn:cts:greekLit:tlg4139.tlg017	tlg4139.tlg017
severian-of-gabala.oratio-de-exaltatione-crucis		pta:pta0001.pta055
severian-of-gabala.oratio-in-dedicationem-pretiosae-et-uiuificae-crucis		pta:pta0001.pta012
severian-of-gabala.quomodo-animam-acceperit-adamus	urn:cts:greekLit:tlg4139.tlg004	tlg4139.tlg004
severianus.de-caeco-et-zacchaeo-olim-sub-auctore-joanne-chrysostomo	urn:cts:greekLit:tlg4139.tlg081	tlg4139.tlg081
severianus.de-caeco-nato-olim-sub-auctore-joanne-chrysostomo	urn:cts:greekLit:tlg4139.tlg072	tlg4139.tlg072
severianus.de-tribus-pueris-olim-sub-auctore-joanne-chrysostomo	urn:cts:greekLit:tlg4139.tlg067	tlg4139.tlg067
severianus.in-genesim-sermo-1-olim-sub-auctore-joanne-chrysostomo	urn:cts:greekLit:tlg4139.tlg034	tlg4139.tlg034
severianus.in-illud-quando-ipsi-subiciet-omnia-olim-sub-auctore-joanne	urn:cts:greekLit:tlg4139.tlg087	tlg4139.tlg087
severus-philosophy.peri-yuxh-s-fragmentum	urn:cts:greekLit:tlg2970.tlg001	tlg2970.tlg001
sextus-empiricus.adversus-mathematicos	urn:cts:greekLit:tlg0544.tlg002	tlg0544.tlg002
sextus-empiricus.pyrrhoniae-hypotyposes	urn:cts:greekLit:tlg0544.tlg001	tlg0544.tlg001
silenus-history.fragmenta	urn:cts:greekLit:tlg1970.tlg003	tlg1970.tlg003
simias.fragmenta	urn:cts:greekLit:tlg0211.tlg001	tlg0211.tlg001
simonides-lyric.fragmenta-2	urn:cts:greekLit:tlg0261.tlg002	tlg0261.tlg002
simplicius.in-aristotelis-categorias-commentarium	urn:cts:greekLit:tlg4013.tlg003	tlg4013.tlg003
simplicius.in-aristotelis-libros-de-anima-commentaria-sp-fort-auctore	urn:cts:greekLit:tlg4013.tlg005	tlg4013.tlg005
simplicius.in-aristotelis-physicorum-libros-commentaria	urn:cts:greekLit:tlg4013.tlg004	tlg4013.tlg004
simplicius.in-aristotelis-quattuor-libros-de-caelo-commentaria	urn:cts:greekLit:tlg4013.tlg001	tlg4013.tlg001
simylus.fragmentum	urn:cts:greekLit:tlg0398.tlg001	tlg0398.tlg001
sminthes.titulus	urn:cts:greekLit:tlg2644.tlg001	tlg2644.tlg001
socrates-history.fragmenta	urn:cts:greekLit:tlg1678.tlg003	tlg1678.tlg003
socrates-rhodius.fragmenta	urn:cts:greekLit:tlg1679.tlg002	tlg1679.tlg002
socrates-rhodius.socrates-hist-fhg4	urn:cts:greekLit:tlg1679.tlg001	tlg1679.tlg001
socrates-scholasticus.historia-ecclesiastica-2	urn:cts:greekLit:tlg2057.tlg002	tlg2057.tlg002
socraticorum-epistulae.epistulae	urn:cts:greekLit:tlg0637.tlg001	tlg0637.tlg001
socratis-epistulae.epistulae	urn:cts:greekLit:tlg0636.tlg001	tlg0636.tlg001
solon.fragmenta	urn:cts:greekLit:tlg0263.tlg001	tlg0263.tlg001
solonis-epistulae.epistulae	urn:cts:greekLit:tlg1681.tlg001	tlg1681.tlg001
sopater-comedy.fragmenta	urn:cts:greekLit:tlg1682.tlg001	tlg1682.tlg001
sophaenetus-stymphalius.fragmenta	urn:cts:greekLit:tlg1683.tlg003	tlg1683.tlg003
sophilus.fragmenta	urn:cts:greekLit:tlg0502.tlg001	tlg0502.tlg001
sophocles.ajax	urn:cts:greekLit:tlg0011.tlg003	tlg0011.tlg003
sophocles.antigone	urn:cts:greekLit:tlg0011.tlg002	tlg0011.tlg002
sophocles.electra	urn:cts:greekLit:tlg0011.tlg005	tlg0011.tlg005
sophocles.fragmenta	urn:cts:greekLit:tlg0011.tlg008	tlg0011.tlg008
sophocles.oedipus-coloneus	urn:cts:greekLit:tlg0011.tlg007	tlg0011.tlg007
sophocles.oedipus-tyrannus	urn:cts:greekLit:tlg0011.tlg004	tlg0011.tlg004
sophocles.philoctetes	urn:cts:greekLit:tlg0011.tlg006	tlg0011.tlg006
sophocles.trachiniae	urn:cts:greekLit:tlg0011.tlg001	tlg0011.tlg001
sophonias.in-aristotelis-libros-de-anima-paraphrasis	urn:cts:greekLit:tlg4030.tlg001	tlg4030.tlg001
sophron.fragmenta	urn:cts:greekLit:tlg0524.tlg001	tlg0524.tlg001
soranus.de-fasciis	urn:cts:greekLit:tlg0565.tlg003	tlg0565.tlg003
soranus.de-signis-fracturarum	urn:cts:greekLit:tlg0565.tlg002	tlg0565.tlg002
soranus.gynaeciorum-libri-iv	urn:cts:greekLit:tlg0565.tlg001	tlg0565.tlg001
soranus.vita-hippocratis	urn:cts:greekLit:tlg0565.tlg004	tlg0565.tlg004
sosibius.fragmenta	urn:cts:greekLit:tlg1685.tlg001	tlg1685.tlg001
sosicrates-history.fragmenta	urn:cts:greekLit:tlg1687.tlg003	tlg1687.tlg003
sosicrates.fragmenta	urn:cts:greekLit:tlg0503.tlg001	tlg0503.tlg001
sosicrates.fragmenta-2	urn:cts:greekLit:tlg1687.tlg001	tlg1687.tlg001
sosipater.fragmentum	urn:cts:greekLit:tlg0504.tlg001	tlg0504.tlg001
sosiphanes.fragmenta	urn:cts:greekLit:tlg0338.tlg001	tlg0338.tlg001
sositheus.fragmenta	urn:cts:greekLit:tlg0340.tlg001	tlg0340.tlg001
sosthenes.fragmenta	urn:cts:greekLit:tlg2568.tlg002	tlg2568.tlg002
sostratus.fragmenta	urn:cts:greekLit:tlg1688.tlg001	tlg1688.tlg001
sosylus-bilabel-papyrus1922	urn:cts:greekLit:tlg1689.tlg001	tlg1689.tlg001
sotades-comedy.fragmenta	urn:cts:greekLit:tlg0505.tlg001	tlg0505.tlg001
speusippus.fragmenta	urn:cts:greekLit:tlg1692.tlg005	tlg1692.tlg005
sphaerus.fragmenta	urn:cts:greekLit:tlg1693.tlg001	tlg1693.tlg001
staphylus-naucratita.fragmenta	urn:cts:greekLit:tlg2182.tlg003	tlg2182.tlg003
stephanus-grammar.ethnica-epitome	urn:cts:greekLit:tlg4028.tlg001	tlg4028.tlg001
stephanus-philosophy.in-aristotelis-librum-de-interpretatione-commentarium	urn:cts:greekLit:tlg9019.tlg001	tlg9019.tlg001
stephanus.fragmentum	urn:cts:greekLit:tlg0506.tlg001	tlg0506.tlg001
stesiclides-atheniensis.fragmenta	urn:cts:greekLit:tlg2171.tlg002	tlg2171.tlg002
stesimbrotus.fragmenta	urn:cts:greekLit:tlg1923.tlg001	tlg1923.tlg001
strabo.fragmenta	urn:cts:greekLit:tlg0099.tlg003	tlg0099.tlg003
strabo.geographica	urn:cts:greekLit:tlg0099.tlg001	tlg0099.tlg001
strabo.strabonis-geographiae-chrestomathia-geographia-selections-chrestomathia	urn:cts:greekLit:tlg0099.tlg004	tlg0099.tlg004
straton-philosophy.fragmenta	urn:cts:greekLit:tlg1696.tlg001	tlg1696.tlg001
strattis.fragmenta	urn:cts:greekLit:tlg0508.tlg001	tlg0508.tlg001
suda.lexicon	urn:cts:greekLit:tlg9010.tlg001	tlg9010.tlg001
susarion.fragmentum	urn:cts:greekLit:tlg0264.tlg001	tlg0264.tlg001
symmachus.fragmenta	urn:cts:greekLit:tlg1769.tlg001	tlg1769.tlg001
synesius-philosophy.epistulae	urn:cts:greekLit:tlg2006.tlg001	tlg2006.tlg001
syntipas.narrationes-de-syntipa	urn:cts:greekLit:tlg3118.tlg002	tlg3118.tlg002
syntipas.tlg3118-tlg001	urn:cts:greekLit:tlg3118.tlg001	tlg3118.tlg001
syrianus.in-aristotelis-metaphysica-commentaria	urn:cts:greekLit:tlg4017.tlg001	tlg4017.tlg001
tatianus.oratio-ad-graecos	urn:cts:greekLit:tlg1766.tlg001	tlg1766.tlg001
teleclides.fragmenta	urn:cts:greekLit:tlg0510.tlg001	tlg0510.tlg001
telephus.fragmenta	urn:cts:greekLit:tlg1698.tlg003	tlg1698.tlg003
teles.peri-au-tarkei-as	urn:cts:greekLit:tlg1699.tlg002	tlg1699.tlg002
teles.peri-fugh-s	urn:cts:greekLit:tlg1699.tlg003	tlg1699.tlg003
teles.peri-paqei-as	urn:cts:greekLit:tlg1699.tlg008	tlg1699.tlg008
teles.peri-perista-sewn	urn:cts:greekLit:tlg1699.tlg007	tlg1699.tlg007
teles.peri-sugkri-sews-peni-as-kai-plou-tou-ap-stobaeum	urn:cts:greekLit:tlg1699.tlg004	tlg1699.tlg004
teles.peri-tou-dokei-n-kai-tou-ei-nai	urn:cts:greekLit:tlg1699.tlg001	tlg1699.tlg001
teles.peri-tou-mh-ei-nai-te-los-h-donh-n	urn:cts:greekLit:tlg1699.tlg006	tlg1699.tlg006
teles.tlg1699-tlg005	urn:cts:greekLit:tlg1699.tlg005	tlg1699.tlg005
telesilla.fragmenta	urn:cts:greekLit:tlg0369.tlg001	tlg0369.tlg001
telestes.fragmenta	urn:cts:greekLit:tlg0377.tlg001	tlg0377.tlg001
terpander.fragmenta-fort-auctore-terpandro	urn:cts:greekLit:tlg0299.tlg001	tlg0299.tlg001
testamentum-abrahae.testamentum-abrahae-recensio-b	urn:cts:greekLit:tlg1701.tlg002	tlg1701.tlg002
testamentum-abrahae.testamentum-abrahae-recensio-olim-partim-sub-auctore-hesychio	urn:cts:greekLit:tlg1701.tlg001	tlg1701.tlg001
teucer-cyzicenus.fragmenta	urn:cts:greekLit:tlg1704.tlg003	tlg1704.tlg003
thales.epistulae	urn:cts:greekLit:tlg1705.tlg001	tlg1705.tlg001
thales.fragmenta	urn:cts:greekLit:tlg1705.tlg003	tlg1705.tlg003
thales.testimonia	urn:cts:greekLit:tlg1705.tlg002	tlg1705.tlg002
thallus.fragmenta	urn:cts:greekLit:tlg1706.tlg003	tlg1706.tlg003
theagenes-macedo.fragmenta	urn:cts:greekLit:tlg1709.tlg003	tlg1709.tlg003
theagenes-philosophy.testimonia	urn:cts:greekLit:tlg2275.tlg001	tlg2275.tlg001
theages.fragmenta	urn:cts:greekLit:tlg1710.tlg001	tlg1710.tlg001
theano.fragmenta	urn:cts:greekLit:tlg0054.tlg001	tlg0054.tlg001
themison.fragmentum	urn:cts:greekLit:tlg1713.tlg002	tlg1713.tlg002
themistius.analyticorum-posteriorum-paraphrasis	urn:cts:greekLit:tlg2001.tlg038	tlg2001.tlg038
themistius.in-aristotelis-libros-de-anima-paraphrasis	urn:cts:greekLit:tlg2001.tlg040	tlg2001.tlg040
themistius.in-aristotelis-physica-paraphrasis	urn:cts:greekLit:tlg2001.tlg039	tlg2001.tlg039
themistius.peri-filanqrwpi-as-h-kwnsta-ntios	urn:cts:greekLit:tlg2001.tlg001	tlg2001.tlg001
themistius.quae-fertur-in-aristotelis-analyticorum-priorum-librum-i-paraphrasis	urn:cts:greekLit:tlg2001.tlg042	tlg2001.tlg042
themistius.sophoniae-in-parva-naturalia-commentarium	urn:cts:greekLit:tlg2001.tlg041	tlg2001.tlg041
themistoclis-epistulae.epistulae	urn:cts:greekLit:tlg0055.tlg001	tlg0055.tlg001
theocritus-bucolic.epigrammata	urn:cts:greekLit:tlg0005.tlg002	tlg0005.tlg002
theocritus-bucolic.idyllia	urn:cts:greekLit:tlg0005.tlg001	tlg0005.tlg001
theocritus-bucolic.syrinx	urn:cts:greekLit:tlg0005.tlg003	tlg0005.tlg003
theodectas.fragmenta	urn:cts:greekLit:tlg0329.tlg001	tlg0329.tlg001
theodoretus.commentaria-in-isaiam	urn:cts:greekLit:tlg4089.tlg008	tlg4089.tlg008
theodoretus.de-providentia-orationes-decem	urn:cts:greekLit:tlg4089.tlg032	tlg4089.tlg032
theodoretus.epistulae-collectio-sirmondiana-epistulae-1-95	urn:cts:greekLit:tlg4089.tlg006	tlg4089.tlg006
theodoretus.eranistes	urn:cts:greekLit:tlg4089.tlg002	tlg4089.tlg002
theodoretus.explanatio-in-canticum-canticorum	urn:cts:greekLit:tlg4089.tlg025	tlg4089.tlg025
theodoretus.graecarum-affectionum-curatio	urn:cts:greekLit:tlg4089.tlg001	tlg4089.tlg001
theodoretus.haereticarum-fabularum-compendium	urn:cts:greekLit:tlg4089.tlg031	tlg4089.tlg031
theodoretus.historia-ecclesiastica	urn:cts:greekLit:tlg4089.tlg003	tlg4089.tlg003
theodoretus.historia-religiosa-philotheus	urn:cts:greekLit:tlg4089.tlg004	tlg4089.tlg004
theodoretus.interpretatio-in-danielem	urn:cts:greekLit:tlg4089.tlg028	tlg4089.tlg028
theodoretus.interpretatio-in-ezechielem	urn:cts:greekLit:tlg4089.tlg027	tlg4089.tlg027
theodoretus.interpretatio-in-jeremiam	urn:cts:greekLit:tlg4089.tlg026	tlg4089.tlg026
theodoretus.interpretatio-in-psalmos	urn:cts:greekLit:tlg4089.tlg024	tlg4089.tlg024
theodoretus.interpretatio-in-xii-prophetas-minores	urn:cts:greekLit:tlg4089.tlg029	tlg4089.tlg029
theodoretus.interpretatio-in-xiv-epistulas-sancti-pauli	urn:cts:greekLit:tlg4089.tlg030	tlg4089.tlg030
theodoretus.libellus-contra-nestorium-ad-sporacium-sp	urn:cts:greekLit:tlg4089.tlg033	tlg4089.tlg033
theodoretus.quaestiones-in-libros-regnorum-et-paralipomenon	urn:cts:greekLit:tlg4089.tlg023	tlg4089.tlg023
theodoretus.quaestiones-in-octateuchum	urn:cts:greekLit:tlg4089.tlg022	tlg4089.tlg022
theodorus-mathematics.testimonia	urn:cts:greekLit:tlg2237.tlg001	tlg2237.tlg001
theodosius-astronomy.sphaerica	urn:cts:greekLit:tlg1719.tlg001	tlg1719.tlg001
theodosius.canones-isagogici-de-flexione-nominum	urn:cts:greekLit:tlg2020.tlg001	tlg2020.tlg001
theodosius.canones-isagogici-de-flexione-verborum	urn:cts:greekLit:tlg2020.tlg002	tlg2020.tlg002
theodotion.fragmenta	urn:cts:greekLit:tlg1770.tlg001	tlg1770.tlg001
theognetus.fragmenta	urn:cts:greekLit:tlg0511.tlg001	tlg0511.tlg001
theognis-elegy.elegiae	urn:cts:greekLit:tlg0002.tlg001	tlg0002.tlg001
theognis-history.fragmentum	urn:cts:greekLit:tlg2367.tlg002	tlg2367.tlg002
theognis-tragedy.fragmentum	urn:cts:greekLit:tlg0313.tlg001	tlg0313.tlg001
theognostus.canones-sive-de-orthographia	urn:cts:greekLit:tlg3128.tlg001	tlg3128.tlg001
theon-philosophy.de-utilitate-mathematicae	urn:cts:greekLit:tlg1724.tlg001	tlg1724.tlg001
theophanes-confessor.chronographia	urn:cts:greekLit:tlg4046.tlg001	tlg4046.tlg001
theophanes-continuatus.chronographia-lib-1-6	urn:cts:greekLit:tlg4153.tlg001	tlg4153.tlg001
theophanes.fragmenta	urn:cts:greekLit:tlg1981.tlg003	tlg1981.tlg003
theophilus-apologetics.ad-autolycum	urn:cts:greekLit:tlg1725.tlg001	tlg1725.tlg001
theophilus-comedy.fragmenta	urn:cts:greekLit:tlg0512.tlg001	tlg0512.tlg001
theophilus.fragmenta	urn:cts:greekLit:tlg2203.tlg002	tlg2203.tlg002
theophrastus-philosophy.characteres	urn:cts:greekLit:tlg0093.tlg009	tlg0093.tlg009
theophrastus-philosophy.de-causis-plantarum-lib-1	urn:cts:greekLit:tlg0093.tlg002	tlg0093.tlg002
theophrastus-philosophy.de-igne-fr-3-wimmer	urn:cts:greekLit:tlg0093.tlg005	tlg0093.tlg005
theophrastus-philosophy.de-lapidibus-fr-2-wimmer	urn:cts:greekLit:tlg0093.tlg004	tlg0093.tlg004
